name,country,sports,age,gender,philosophy,ambition,hero,philosophy_lemma,ambition_lemma,hero_list
URRA Hernan Emanuel,Argentina, Athletics,24,Male,Train hard.,To win gold at the 2020 Paralympic Games in Tokyo.,Argentinian footballer Diego Maradona.,"['train', 'hard', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Argentinian footballer Diego Maradona']
USTUN Savas,Turkey, Shooting,43,Male,none,none,none,['none'],['none'],['none']
UTEPOV Yerlan,Kazakhstan, Judo,33,Male,none,none,none,['none'],['none'],['none']
UTSUGI Mikuni,Japan, Swimming,18,Female,none,"To reach the final of the SB8 100m breaststroke at the 2020 Paralympic Games in Tokyo, and to win a medal at the 2024 Paralympic Games in Paris. Outside of sport, she wants to become a primary school teacher.",none,['none'],"['to', 'reach', 'the', 'final', 'of', 'the', 'SB8', '100', 'm', 'breaststroke', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'win', 'a', 'medal', 'at', 'the', '2024', 'Paralympic', 'Games', 'in', 'Paris', '.', 'outside', 'of', 'sport', ',', '-PRON-', 'want', 'to', 'become', 'a', 'primary', 'school', 'teacher', '.']",['none']
UWITIJE Claudine,Rwanda, Athletics,31,Female,none,none,none,['none'],['none'],['none']
VADOVICOVA Veronika,Slovakia, Shooting,38,Female,"The times when I devoted myself to this activity as a leisure time are long gone. If one wants to make progress, they must constantly educate themselves, and fully dedicate themselves to what they are doing. Success can be achieved only this way.",To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['the', 'time', 'when', '-PRON-', 'devote', '-PRON-', 'to', 'this', 'activity', 'as', 'a', 'leisure', 'time', 'be', 'long', 'go', '.', 'if', 'one', 'want', 'to', 'make', 'progress', ',', '-PRON-', 'must', 'constantly', 'educate', '-PRON-', ',', 'and', 'fully', 'dedicate', '-PRON-', 'to', 'what', '-PRON-', 'be', 'do', '.', 'success', 'can', 'be', 'achieve', 'only', 'this', 'way', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
VAIR Payden,Canada, Sitting Volleyball,22,Female,none,"Outside of sitting volleyball, she hopes to become an elementary school teacher and start playing football again.",none,['none'],"['outside', 'of', 'sit', 'volleyball', ',', '-PRON-', 'hope', 'to', 'become', 'an', 'elementary', 'school', 'teacher', 'and', 'start', 'play', 'football', 'again', '.']",['none']
VALDES ROMERO Iveth del Rosario,Panama, Athletics,44,Female,You have always been capable and you will always be.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'have', 'always', 'be', 'capable', 'and', '-PRON-', 'will', 'always', 'be', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
VALENCIA Mauricio,Colombia, Athletics,33,Male,"There is no fear. One must risk to fight for what you want and, before you realise, you're going to be doing things that you never imagined, becoming someone great.",To win gold in the javelin throw and shot put at the 2020 Paralympic Games in Tokyo.,none,"['there', 'be', 'no', 'fear', '.', 'one', 'must', 'risk', 'to', 'fight', 'for', 'what', '-PRON-', 'want', 'and', ',', 'before', '-PRON-', 'realise', ',', '-PRON-', 'be', 'go', 'to', 'be', 'do', 'thing', 'that', '-PRON-', 'never', 'imagine', ',', 'become', 'someone', 'great', '.']","['to', 'win', 'gold', 'in', 'the', 'javelin', 'throw', 'and', 'shoot', 'put', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
VALENTE Abilio,Portugal, Boccia,40,Male,Take one game at a time.,To win gold at the 2020 Paralympic Games in Tokyo.,Portuguese boccia player Armando Costa.,"['take', 'one', 'game', 'at', 'a', 'time', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Portuguese boccia player Armando Costa']
VALENTIM Nicolas,France, Wheelchair Rugby,27,Male,"Do not procrastinate, and be humble about what you do.",To win a medal at the 2020 Paralympic Games in Tokyo.,French footballer N'Golo Kante.,"['do', 'not', 'procrastinate', ',', 'and', 'be', 'humble', 'about', 'what', '-PRON-', 'do', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","[""French footballer N'Golo Kante""]"
VALENZUELA ALVAREZ Rebeca,Mexico, Athletics,29,Female,It is hard to defeat someone who never gives up.,To win two gold medals at the 2020 Paralympic Games in Tokyo.,New Zealand athlete Valerie Adams.,"['-PRON-', 'be', 'hard', 'to', 'defeat', 'someone', 'who', 'never', 'give', 'up', '.']","['to', 'win', 'two', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['New Zealand athlete Valerie Adams']
VALENZUELA Cristian,Chile, Athletics,38,Male,"There are two options in life, cry or keep moving forward.",none,Eritrean distance runner Zersenay Tadese.,"['there', 'be', 'two', 'option', 'in', 'life', ',', 'cry', 'or', 'keep', 'move', 'forward', '.']",['none'],['Eritrean distance runner Zersenay Tadese']
VALERA Alvaro,Spain, Table Tennis,38,Male,"Living with a serious illness, learning the values of sport, and facing great barriers has given me a life experience to share with the world. I want my path of struggle and improvement to communicate something positive to others and to bring a little hope to those who are going through difficulty.",To win gold in singles at the 2020 Paralympic Games in Tokyo.,Spanish Para table tennis player Jordi Morales.,"['live', 'with', 'a', 'serious', 'illness', ',', 'learn', 'the', 'value', 'of', 'sport', ',', 'and', 'face', 'great', 'barrier', 'have', 'give', '-PRON-', 'a', 'life', 'experience', 'to', 'share', 'with', 'the', 'world', '.', '-PRON-', 'want', '-PRON-', 'path', 'of', 'struggle', 'and', 'improvement', 'to', 'communicate', 'something', 'positive', 'to', 'other', 'and', 'to', 'bring', 'a', 'little', 'hope', 'to', 'those', 'who', 'be', 'go', 'through', 'difficulty', '.']","['to', 'win', 'gold', 'in', 'single', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Spanish Para table tennis player Jordi Morales']
VALET Maxime,France, Wheelchair Fencing,34,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,"French wheelchair fencer Alim Latreche, French fencer Brice Guyart.",['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['French wheelchair fencer Alim Latreche', 'French fencer Brice Guyart']"
VALIYEVA Lamiya,Azerbaijan, Athletics,19,Female,none,none,none,['none'],['none'],['none']
VALIYEVA Sevda,Azerbaijan, Judo,23,Female,"Men are physically stronger, but women are faster and more agile and I want to have the best of those qualities.",none,none,"['man', 'be', 'physically', 'strong', ',', 'but', 'woman', 'be', 'fast', 'and', 'more', 'agile', 'and', '-PRON-', 'want', 'to', 'have', 'the', 'good', 'of', 'those', 'quality', '.']",['none'],['none']
VALIZE Mitch,Netherlands, Cycling Road,26,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Italian Para cyclist and racing driver Alessandro Zanardi.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Italian Para cyclist and racing driver Alessandro Zanardi']
VALLE Juan Antonio,Spain, Canoe Sprint,44,Male,none,To win medals at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
VALLE Patricia,Mexico, Swimming,52,Female,Make the impossible happen.,To compete at the 2020 Paralympic Games in Tokyo.,Mexican Para swimmer Cristopher Tronco.,"['make', 'the', 'impossible', 'happen', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Mexican Para swimmer Cristopher Tronco']
van ACKER Florian,Belgium, Table Tennis,24,Male,"First and foremost, believe in yourself and those who support you, help you and believe in you, especially your parents who know you the best, but also your friends and all those who want what's best for you. People with autism very easily recognise people who have good intentions and those who don't. My motto, 'never give up', is as relevant to sport as it is to life in general.",To win a medal at the 2020 Paralympic Games in Tokyo.,French footballer Thierry Henry.,"['first', 'and', 'foremost', ',', 'believe', 'in', '-PRON-', 'and', 'those', 'who', 'support', '-PRON-', ',', 'help', '-PRON-', 'and', 'believe', 'in', '-PRON-', ',', 'especially', '-PRON-', 'parent', 'who', 'know', '-PRON-', 'the', 'good', ',', 'but', 'also', '-PRON-', 'friend', 'and', 'all', 'those', 'who', 'want', 'what', 'be', 'good', 'for', '-PRON-', '.', 'People', 'with', 'autism', 'very', 'easily', 'recognise', 'people', 'who', 'have', 'good', 'intention', 'and', 'those', 'who', 'do', 'not', '.', '-PRON-', 'motto', ',', ""'"", 'never', 'give', 'up', ""'"", ',', 'be', 'as', 'relevant', 'to', 'sport', 'as', '-PRON-', 'be', 'to', 'life', 'in', 'general', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['French footballer Thierry Henry']
van de STEENE Jonas,Belgium, Cycling Road,34,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
van der BEKEN Samir,France, Boccia,27,Male,none,To compete at the 2020 and 2024 Paralympic Games.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'and', '2024', 'Paralympic', 'Games', '.']",['none']
van der HORST Rixt,Netherlands, Equestrian,29,Female,"For me, sports are my existence, my life. When I'm on a horse, I feel like a happy person. With my sport I want to achieve the maximum possible. I am physically limited, but I want to be the best at what I am given. I know I need to set long-term goals to keep improving with energy and with pleasure.","To win a gold medal at the 2020 Paralympic Games in Tokyo. Outside of sport, she plans to pursue a career in media and communications.",Dutch dressage rider Edward Gal.,"['for', '-PRON-', ',', 'sport', 'be', '-PRON-', 'existence', ',', '-PRON-', 'life', '.', 'when', '-PRON-', 'be', 'on', 'a', 'horse', ',', '-PRON-', 'feel', 'like', 'a', 'happy', 'person', '.', 'with', '-PRON-', 'sport', '-PRON-', 'want', 'to', 'achieve', 'the', 'maximum', 'possible', '.', '-PRON-', 'be', 'physically', 'limited', ',', 'but', '-PRON-', 'want', 'to', 'be', 'the', 'good', 'at', 'what', '-PRON-', 'be', 'give', '.', '-PRON-', 'know', '-PRON-', 'need', 'to', 'set', 'long', '-', 'term', 'goal', 'to', 'keep', 'improve', 'with', 'energy', 'and', 'with', 'pleasure', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', 'outside', 'of', 'sport', ',', '-PRON-', 'plan', 'to', 'pursue', 'a', 'career', 'in', 'medium', 'and', 'communication', '.']",['Dutch dressage rider Edward Gal']
van der MEER Annika,Netherlands, Rowing,35,Female,"I'm not what happened to me, I'm what I choose to become.",To win a gold medal at the 2020 Paralympic Games in Tokyo. She also aspires to work as a pediatrician.,none,"['-PRON-', 'be', 'not', 'what', 'happen', 'to', '-PRON-', ',', '-PRON-', 'be', 'what', '-PRON-', 'choose', 'to', 'become', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', '-PRON-', 'also', 'aspire', 'to', 'work', 'as', 'a', 'pediatrician', '.']",['none']
van der MERWE Hendrik,South Africa, Swimming,31,Male,"If you stop to throw rocks at every dog that barks at you, then you will never reach your destination.",To compete at the 2020 Paralympic Games in Tokyo.,US swimmer Michael Phelps.,"['if', '-PRON-', 'stop', 'to', 'throw', 'rock', 'at', 'every', 'dog', 'that', 'bark', 'at', '-PRON-', ',', 'then', '-PRON-', 'will', 'never', 'reach', '-PRON-', 'destination', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US swimmer Michael Phelps']
van der SPRONG Julia,Netherlands, Wheelchair Basketball,21,Female,none,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
van der WALT Cayla,South Africa, Equestrian,20,Female,none,none,South African Para dressage rider Philippa Johnson-Dwyer.,['none'],['none'],['South African Para dressage rider Philippa Johnson-Dwyer']
van DUUREN Tim,Netherlands, Swimming,23,Male,"If it was easy, everyone would do it.",To compete at the 2020 Paralympic Games in Tokyo.,Dutch swimmer Pieter van den Hoogenband.,"['if', '-PRON-', 'be', 'easy', ',', 'everyone', 'would', 'do', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Dutch swimmer Pieter van den Hoogenband']
van DYK Ernst,South Africa, Cycling Road,48,Male,"Racing is a way of life, and a culture and lifestyle I got used to. Training has been part of my everyday life, and it's going to be very hard to walk away from it one day. I'll have to find something else to give me that edge or that peak of interest in life, but it's just something I have enjoyed, something I look forward to and it's part of me.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['racing', 'be', 'a', 'way', 'of', 'life', ',', 'and', 'a', 'culture', 'and', 'lifestyle', '-PRON-', 'get', 'use', 'to', '.', 'training', 'have', 'be', 'part', 'of', '-PRON-', 'everyday', 'life', ',', 'and', '-PRON-', 'be', 'go', 'to', 'be', 'very', 'hard', 'to', 'walk', 'away', 'from', '-PRON-', 'one', 'day', '.', '-PRON-', 'will', 'have', 'to', 'find', 'something', 'else', 'to', 'give', '-PRON-', 'that', 'edge', 'or', 'that', 'peak', 'of', 'interest', 'in', 'life', ',', 'but', '-PRON-', 'be', 'just', 'something', '-PRON-', 'have', 'enjoy', ',', 'something', '-PRON-', 'look', 'forward', 'to', 'and', '-PRON-', 'be', 'part', 'of', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
van EMBURGH Jenson,United States of America, Table Tennis,21,Male,I hate to lose more than I love to win.,To win gold at the 2020 Paralympic Games in Tokyo.,Spanish tennis player Rafael Nadal.,"['-PRON-', 'hate', 'to', 'lose', 'more', 'than', '-PRON-', 'love', 'to', 'win', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Spanish tennis player Rafael Nadal']
van GANSEWINKEL Marlene,Netherlands, Athletics,26,Female,Get a little bit better every day. But have fun doing it.,To compete at the 2020 Paralympic Games in Tokyo.,US decathlete Ashton Eaton.,"['get', 'a', 'little', 'bit', 'well', 'every', 'day', '.', 'but', 'have', 'fun', 'do', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US decathlete Ashton Eaton']
van GASS Jaco,Great Britain, Cycling Road,35,Male,none,none,none,['none'],['none'],['none']
van GASS Jaco,Great Britain, Cycling Track,35,Male,none,none,none,['none'],['none'],['none']
van HAM Kevin,Belgium, Equestrian,32,Male,"Live your life to the fullest. Don't let people bring you down. If you want something, go and work hard for it. And let the people who want to help you, help you. Learn from every second in life.",To compete at the 2020 Paralympic Games in Tokyo.,Belgian Para equestrian dressage rider Michele George.,"['live', '-PRON-', 'life', 'to', 'the', 'full', '.', 'do', 'not', 'let', 'people', 'bring', '-PRON-', 'down', '.', 'if', '-PRON-', 'want', 'something', ',', 'go', 'and', 'work', 'hard', 'for', '-PRON-', '.', 'and', 'let', 'the', 'people', 'who', 'want', 'to', 'help', '-PRON-', ',', 'help', '-PRON-', '.', 'learn', 'from', 'every', 'second', 'in', 'life', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Belgian Para equestrian dressage rider Michele George']
van HEES Sylvana,Netherlands, Wheelchair Basketball,28,Female,See impairment as a challenge.,To compete at the 2020 Paralympic Games in Tokyo. She would also like to have her own agency that organises sporting and music events.,none,"['see', 'impairment', 'as', 'a', 'challenge', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', '-PRON-', 'would', 'also', 'like', 'to', 'have', '-PRON-', 'own', 'agency', 'that', 'organise', 'sport', 'and', 'music', 'event', '.']",['none']
van HOFWEEGEN Thijs,Netherlands, Swimming,24,Male,"At smaller competitions I don't feel the tension that I do at the big meets. I simply need that pressure to be able to perform. When I'm under pressure, that's when I'm at my best.",To improve his personal bests at the 2020 Paralympic Games in Tokyo.,Dutch swimmer Pieter van den Hoogenband.,"['at', 'small', 'competition', '-PRON-', 'do', 'not', 'feel', 'the', 'tension', 'that', '-PRON-', 'do', 'at', 'the', 'big', 'meet', '.', '-PRON-', 'simply', 'need', 'that', 'pressure', 'to', 'be', 'able', 'to', 'perform', '.', 'when', '-PRON-', 'be', 'under', 'pressure', ',', 'that', 'be', 'when', '-PRON-', 'be', 'at', '-PRON-', 'good', '.']","['to', 'improve', '-PRON-', 'personal', 'best', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Dutch swimmer Pieter van den Hoogenband']
van HOOF Frederique,Netherlands, Table Tennis,20,Female,none,To compete at the 2020 and 2024 Paralympic Games.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'and', '2024', 'Paralympic', 'Games', '.']",['none']
van KOOT Aniek,Netherlands, Wheelchair Tennis,31,Female,It always seems impossible until it's done. [South African politician Nelson Mandela],To win a single's gold medal at the 2020 Paralympic Games in Tokyo.,Spanish tennis player Rafael Nadal.,"['-PRON-', 'always', 'seem', 'impossible', 'until', '-PRON-', 'be', 'do', '.', '[', 'south', 'african', 'politician', 'Nelson', 'Mandela', ']']","['to', 'win', 'a', 'single', ""'s"", 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Spanish tennis player Rafael Nadal']
van MONTAGU Piotr,Belgium, Archery,32,Male,I adapt to the world rather than the world adapting to me.,none,none,"['-PRON-', 'adapt', 'to', 'the', 'world', 'rather', 'than', 'the', 'world', 'adapt', 'to', '-PRON-', '.']",['none'],['none']
